data,UserID,product,quantity,price
2024-06-11,536,Гранат,2,67211
2024-05-19,365,Цинкарь,3,12262
2024-11-08,783,Персик,5,26924
2024-03-12,906,Плакат Луффи,2,86615
2024-06-14,599,Ананас,4,93680
2024-12-22,158,Арбуз,7,2187
2024-03-09,511,Дросель на приору,2,99931
2024-09-18,618,Гранат,2,44087
2024-08-23,680,очиститель белого,5,69168
2024-04-01,547,Пахлава,10,80480
2024-01-28,181,Редис,3,55648
2024-05-25,987,Пахлава,5,68676
2024-12-27,475,Кукуруза,8,17024
2024-06-21,148,Че попальная вещь,6,62964
2024-10-08,622,Че попальная вещь,10,32437
2024-04-13,654,Радитор печки,4,4254
2024-04-05,261,Плакат Луффи,6,52801
2024-02-13,293,Пахлава,9,85489
2024-10-27,53,Плакат Луффи,10,469
2024-02-20,604,очиститель белого,1,43916
2024-06-23,106,очиститель белого,1,20980
2024-05-25,988,Радитор печки,10,3395
2024-01-17,994,Цинкарь,5,29072
2024-04-12,823,Хаги ваги,7,17568
2024-12-15,506,Редис,2,77636
2024-08-06,282,Ккус-Кус,1,16893
2024-10-24,533,Ккус-Кус,8,20860
2024-02-15,98,Радитор печки,2,21336
2024-07-17,329,Хаги ваги,7,75129
2024-11-18,932,Персик,5,58657
2024-01-11,508,Цинкарь,6,3131
2024-09-09,259,Персик,8,92924
2024-05-08,786,Пахлава,7,18643
2024-04-14,30,Чермондер синий,8,63130
2024-04-10,184,Цинкарь,2,9567
2024-12-06,152,Арбуз,7,55219
2024-09-01,354,Радитор печки,4,52103
2024-01-22,510,Арбуз,1,86716
2024-03-05,538,Че попальная вещь,2,45205
2024-11-12,972,Пахлава,3,17813
2024-01-15,997,Цинкарь,2,96208
2024-08-10,593,Ананас,5,87142
2024-10-06,188,Плакат Луффи,1,43156
2024-05-13,194,Кукла венсдей,10,52068
2024-07-25,866,Че попальная вещь,6,1015
2024-05-10,977,Персик,7,52585
2024-02-25,781,Хаги ваги,2,36836
2024-02-24,196,очиститель белого,4,34569
2024-05-16,586,Редис,10,46914
2024-07-22,431,Хаги ваги,10,11922
2024-09-23,527,Хаги ваги,10,50164
2024-08-16,374,Кукла венсдей,8,72896
2024-07-05,757,Кукла венсдей,3,97751
2024-03-08,942,Арбуз,6,48377
2024-12-18,534,Цинкарь,3,26687
2024-06-26,346,Пахлава,6,2087
2024-11-06,210,Кукла венсдей,10,99724
2024-01-28,76,Ананас,9,51642
2024-12-05,94,Чермондер синий,10,73491
2024-01-11,30,Чермондер синий,9,20179
2024-05-12,879,Персик,9,88637
2024-08-25,355,Дросель на приору,7,72083
2024-01-07,183,Кукуруза,4,88339
2024-06-16,190,Чермондер синий,7,59826
2024-03-03,604,Чермондер синий,3,35388
2024-04-28,970,Кукуруза,9,69819
2024-02-18,665,очиститель белого,9,68876
2024-06-27,9,Гранат,1,51646
2024-10-07,76,Дросель на приору,5,6248
2024-07-11,718,Кукла венсдей,10,7616
2024-10-09,77,Радитор печки,1,59465
2024-04-03,262,Чермондер синий,2,46931
2024-04-22,524,Пахлава,5,18798
2024-05-04,535,Персик,6,70558
2024-07-19,615,Плакат Луффи,5,15446
2024-01-03,115,Плакат Луффи,5,17366
2024-07-26,204,Ананас,5,46985
2024-07-21,759,Дросель на приору,5,45304
2024-04-07,701,очиститель белого,5,62155
2024-12-16,912,Кукуруза,4,7101
2024-11-13,913,Радитор печки,3,73968
2024-06-02,996,Ананас,3,46236
2024-05-09,662,Гранат,5,51584
2024-02-03,941,Ананас,1,18296
2024-10-22,355,Хаги ваги,5,5711
2024-10-10,986,Арбуз,6,63298
2024-12-06,729,Дросель на приору,6,41783
2024-09-21,224,Персик,3,94147
2024-08-06,279,Ананас,8,79679
2024-05-01,765,очиститель белого,3,2391
2024-03-25,230,Персик,1,90875
2024-10-27,218,Чермондер синий,5,67723
2024-05-04,16,Дросель на приору,2,89355
2024-02-09,7,Персик,5,91543
2024-04-25,278,Цинкарь,2,25955
2024-07-11,119,Радитор печки,10,63776
2024-10-09,33,Плакат Луффи,2,32088
2024-08-08,568,Радитор печки,2,88660
2024-05-18,440,Плакат Луффи,8,5245
2024-10-28,494,Ккус-Кус,7,53581
2024-03-05,638,Ккус-Кус,5,29729
2024-01-24,198,Радитор печки,1,73217
2024-06-22,623,Арбуз,8,39113
2024-12-15,641,очиститель белого,2,87767
2024-04-22,553,Арбуз,9,16413
2024-12-26,715,Цинкарь,5,40525
2024-09-17,426,Че попальная вещь,10,33599
2024-03-20,254,Кукуруза,9,62680
2024-08-04,693,Радитор печки,5,46574
2024-11-11,525,Редис,9,94591
2024-01-06,317,Персик,8,61280
2024-06-02,700,Цинкарь,2,65509
2024-08-28,993,очиститель белого,5,25403
2024-10-06,362,Кукла венсдей,7,74246
2024-09-16,950,Радитор печки,1,7488
2024-04-06,993,Чермондер синий,3,53301
2024-01-13,811,Кукуруза,9,43369
2024-04-07,38,Кукуруза,10,32639
2024-10-05,274,Кукуруза,5,57259
2024-10-26,810,Редис,9,86646
2024-06-26,719,Пахлава,1,62195
2024-01-07,763,Гранат,9,84944
2024-05-09,382,Чермондер синий,2,28451
2024-03-23,67,Кукуруза,10,84517
2024-10-08,344,Кукуруза,6,79254
2024-10-19,512,Чермондер синий,6,71244
2024-07-22,833,Редис,6,51755
2024-11-16,554,Арбуз,2,20113
2024-05-06,349,Чермондер синий,9,94549
2024-05-06,551,Кукла венсдей,1,96400
2024-12-17,208,Радитор печки,4,62515
2024-11-21,504,очиститель белого,5,16546
2024-05-17,188,Ананас,9,11884
2024-08-09,233,Гранат,7,80914
2024-01-07,545,Кукуруза,7,33859
2024-09-22,60,Цинкарь,4,50598
2024-05-08,815,Кукуруза,5,6494
2024-06-16,832,Арбуз,3,90840
2024-09-01,446,Редис,6,55056
2024-02-12,338,Хаги ваги,3,68614
2024-02-13,348,Гранат,9,85215
2024-08-26,165,очиститель белого,3,3894
2024-09-01,574,Пахлава,4,31703
2024-08-03,198,Че попальная вещь,8,65252
2024-10-28,631,очиститель белого,4,83035
2024-10-12,446,Персик,8,69856
2024-02-26,976,Чермондер синий,5,4575
2024-02-28,847,Гранат,6,21887
2024-10-23,818,Чермондер синий,3,40730
2024-10-04,524,Кукла венсдей,8,97301
2024-09-16,633,очиститель белого,9,91234
2024-02-24,145,Ккус-Кус,6,96011
2024-06-25,201,Дросель на приору,4,33695
2024-12-06,530,Кукуруза,5,68437
2024-10-18,214,Че попальная вещь,10,84543
2024-10-20,831,Ккус-Кус,3,87368
2024-06-03,170,Ананас,1,65194
2024-06-25,81,Кукла венсдей,8,71119
2024-03-10,477,Арбуз,2,14639
2024-01-04,61,Гранат,7,61135
2024-06-12,767,Хаги ваги,4,94236
2024-04-06,162,Дросель на приору,5,97227
2024-06-13,127,Плакат Луффи,3,4521
2024-01-18,467,очиститель белого,6,42897
2024-03-03,217,Редис,8,68344
2024-08-25,457,очиститель белого,10,22020
2024-04-02,180,Арбуз,9,31923
2024-03-11,949,Цинкарь,4,58930
2024-06-17,197,Редис,9,53022
2024-12-07,87,Дросель на приору,4,34436
2024-04-13,217,Хаги ваги,8,84864
2024-02-09,99,Плакат Луффи,8,95277
2024-10-19,895,очиститель белого,8,94141
2024-04-02,530,Гранат,8,12822
2024-12-28,449,Пахлава,7,54941
2024-04-20,585,очиститель белого,2,87183
2024-04-11,69,очиститель белого,7,63387
2024-04-25,593,Чермондер синий,6,24876
2024-09-09,315,Ананас,9,28280
2024-05-11,530,Кукуруза,5,77877
2024-06-12,776,Плакат Луффи,8,3611
2024-06-26,969,Че попальная вещь,6,42409
2024-08-11,151,Цинкарь,1,42948
2024-11-24,565,Ананас,7,65323
2024-07-27,489,Пахлава,3,89619
2024-02-23,542,Радитор печки,10,92308
2024-08-25,189,Пахлава,8,39188
2024-09-22,735,Гранат,1,2022
2024-01-28,227,Дросель на приору,9,22220
2024-01-23,923,Хаги ваги,5,34689
2024-03-08,517,Цинкарь,8,80156
2024-02-05,147,Радитор печки,5,48995
2024-04-11,937,очиститель белого,6,39851
2024-12-16,515,Кукла венсдей,4,66511
2024-03-14,769,Редис,3,89702
2024-01-08,613,Кукуруза,8,10851
2024-07-11,541,Ккус-Кус,7,62888
2024-07-17,102,Ккус-Кус,2,17530
2024-06-05,983,Че попальная вещь,9,83361
2024-02-15,223,очиститель белого,10,59322
2024-03-13,876,Пахлава,6,46367
2024-11-27,30,Че попальная вещь,1,60603
2024-10-28,572,Цинкарь,1,88459
2024-08-12,107,Пахлава,8,33532
2024-10-13,73,Ананас,3,77820
2024-07-05,191,Хаги ваги,2,49460
2024-01-02,362,Кукла венсдей,6,65937
2024-12-12,482,Персик,10,72048
2024-12-10,311,Арбуз,6,33268
2024-05-01,337,Персик,2,32248
2024-12-23,489,Гранат,9,63509
2024-07-06,267,Ананас,3,12859
2024-09-24,86,Арбуз,2,39431
2024-12-11,458,Кукуруза,10,28823
2024-05-10,558,Ананас,7,50763
2024-12-06,740,Кукуруза,1,38270
2024-11-04,361,Дросель на приору,10,27122
2024-12-25,472,очиститель белого,3,75081
2024-02-13,576,Кукуруза,7,29629
2024-03-03,990,Персик,4,34011
2024-12-19,572,Кукуруза,7,25916
2024-01-02,722,Кукла венсдей,1,66162
2024-01-21,850,Ккус-Кус,1,12510
2024-10-23,366,Арбуз,1,3149
2024-01-10,910,Кукуруза,3,36556
2024-10-10,95,Хаги ваги,2,58822
2024-12-25,333,Кукла венсдей,3,55012
2024-08-20,65,Редис,4,98728
2024-11-14,974,Цинкарь,8,17835
2024-06-12,792,Пахлава,8,16241
2024-06-01,223,Редис,2,4232
2024-01-10,132,Радитор печки,10,65670
2024-10-27,21,Хаги ваги,5,35413
2024-01-17,702,Дросель на приору,6,77583
2024-01-26,473,Кукуруза,10,4575
2024-02-18,635,Ккус-Кус,3,23887
2024-08-01,894,Ккус-Кус,3,27743
2024-04-28,516,Плакат Луффи,2,82637
2024-09-21,564,Гранат,7,35914
2024-10-20,994,Дросель на приору,10,22295
2024-12-24,815,Гранат,2,66094
2024-07-08,475,Кукуруза,5,28305
2024-04-26,320,очиститель белого,10,32525
2024-07-25,229,Персик,10,90616
2024-09-07,884,Ананас,2,81718
2024-06-25,184,Радитор печки,8,32704
2024-12-19,540,Арбуз,3,77238
2024-12-14,680,Редис,5,91135
2024-07-04,577,Редис,1,38207
2024-08-05,67,Пахлава,2,9454
2024-02-01,182,Ккус-Кус,6,23661
2024-11-02,996,Ананас,1,49194
2024-10-17,888,Дросель на приору,1,21223
2024-06-17,978,Чермондер синий,5,50070
2024-02-10,903,Че попальная вещь,1,90462
2024-06-19,152,Ананас,1,52863
2024-10-09,565,Кукуруза,5,27485
2024-12-28,851,Арбуз,3,14431
2024-08-03,328,Дросель на приору,7,34012
2024-10-27,148,Плакат Луффи,1,36683
2024-04-16,732,Ккус-Кус,10,33857
2024-01-07,848,Ккус-Кус,3,90176
2024-05-21,574,Плакат Луффи,10,16566
2024-05-22,693,Цинкарь,3,15279
2024-06-22,626,Пахлава,7,46993
2024-12-15,576,Ананас,3,72723
2024-12-14,281,Плакат Луффи,1,72380
2024-05-11,629,Плакат Луффи,4,32370
2024-04-15,708,Чермондер синий,1,3986
2024-04-24,952,Че попальная вещь,7,7762
2024-05-27,357,Радитор печки,5,38872
2024-02-17,17,Чермондер синий,1,77504
2024-02-23,362,Ккус-Кус,9,41578
2024-08-21,695,Цинкарь,8,2927
2024-12-23,120,Кукла венсдей,4,8446
2024-04-08,464,Дросель на приору,5,78404
2024-04-05,625,Дросель на приору,4,62138
2024-09-12,233,Хаги ваги,7,3664
2024-03-06,583,Чермондер синий,6,31059
2024-06-22,241,Плакат Луффи,6,85381
2024-11-02,401,Хаги ваги,2,85712
2024-08-28,193,Чермондер синий,10,76568
2024-02-06,795,Че попальная вещь,2,39133
2024-04-08,199,Кукла венсдей,8,96677
2024-06-26,518,Гранат,10,99052
2024-06-16,30,Ананас,1,75025
2024-08-10,340,Дросель на приору,5,80809
2024-08-20,133,Плакат Луффи,8,32805
2024-02-21,603,Кукла венсдей,5,19477
2024-11-12,560,Пахлава,9,55952
2024-11-09,593,Цинкарь,7,40516
2024-09-24,348,Хаги ваги,8,90653
2024-06-08,147,Редис,8,83442
2024-07-10,809,Персик,3,11738
2024-06-25,190,Плакат Луффи,6,51977
2024-06-10,839,Ананас,6,93753
2024-10-19,299,очиститель белого,2,29609
2024-11-07,306,Ккус-Кус,1,77892
2024-01-28,338,Ананас,2,56970
2024-05-20,699,Кукуруза,8,90555
2024-01-08,96,Редис,9,74331
2024-12-13,784,Плакат Луффи,2,69016
2024-10-01,667,Радитор печки,8,85005
2024-01-28,961,Кукла венсдей,2,91183
2024-12-07,955,Гранат,2,82568
2024-04-12,297,Ккус-Кус,9,15632
2024-03-25,118,Радитор печки,3,79991
2024-10-16,775,Плакат Луффи,3,95829
2024-11-27,446,Арбуз,7,93756
2024-09-26,452,Хаги ваги,5,13832
2024-09-05,851,Радитор печки,3,20219
2024-08-19,48,Арбуз,4,72417
2024-09-06,944,Радитор печки,2,73240
2024-10-01,853,Персик,5,73759
2024-11-02,235,Кукуруза,3,99715
2024-08-28,951,Че попальная вещь,10,31229
2024-07-27,499,Редис,1,97853
2024-03-26,139,Арбуз,8,18781
2024-12-19,404,Арбуз,7,92209
2024-09-20,452,Плакат Луффи,4,12276
2024-04-08,794,Плакат Луффи,3,27102
2024-08-15,727,Редис,8,89366
2024-02-08,736,Персик,6,7393
2024-08-04,179,Персик,9,41495
2024-06-02,645,Хаги ваги,1,84225
2024-03-19,275,Кукуруза,6,9988
2024-09-10,85,Хаги ваги,8,75709
2024-02-24,353,Кукуруза,7,89752
2024-11-17,976,Дросель на приору,6,93213
2024-11-04,510,Дросель на приору,5,57650
2024-05-24,726,Ананас,8,29400
2024-01-22,137,Цинкарь,9,95432
